ep_idx,ep_stem,path_type,frame_t,frame_idx,has_bbox,gt_class,cx,cy,area,grounding_any_success,grounding_n_boxes,grounding_phrases,basket_grounding_success,basket_iou,basket_bbox_str,side_phrases,free_text,mentions_basket,mentions_gray,mentions_corridor,mentions_object,text_len
54,episode_260409_114531_target_left_straight_path__core__fixed_center,left_straight,17,17,True,FORWARD,0.8281,0.5469,0.27344,True,2,gray basket|white toilet,True,0.4261,"[(0.671875, 0.109375, 0.984375, 0.984375)]",white toilet,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a toilet in a hallway",False,False,True,False,64
55,episode_260409_120215_target_left_straight_path__core__fixed_center,left_straight,2,2,True,FORWARD,0.5156,0.5781,0.03125,True,2,gray basket|a window,True,0.5469,"[(0.453125, 0.453125, 0.578125, 0.703125)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
55,episode_260409_120215_target_left_straight_path__core__fixed_center,left_straight,3,3,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a window,True,0.0,"[(0.421875, 0.453125, 0.578125, 0.703125)]",a window,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a window and a trash can",False,False,False,False,68
55,episode_260409_120215_target_left_straight_path__core__fixed_center,left_straight,5,5,True,FORWARD,0.5156,0.5938,0.05273,True,3,gray basket|a white trash can|white walls,True,0.6899,"[(0.421875, 0.453125, 0.609375, 0.734375)]",a white trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
55,episode_260409_120215_target_left_straight_path__core__fixed_center,left_straight,10,10,True,FORWARD,0.5,0.375,0.69629,True,2,gray basket|white wall,True,0.1317,"[(0.359375, 0.453125, 0.640625, 0.890625)]",white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
55,episode_260409_120215_target_left_straight_path__core__fixed_center,left_straight,11,11,True,FORWARD,0.5,0.3906,0.72656,True,2,gray basket|a white wall,True,0.1353,"[(0.359375, 0.453125, 0.640625, 0.921875)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
56,episode_260409_120936_target_left_straight_path__core__fixed_center,left_straight,1,1,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a trash can,True,0.277,"[(0.484375, 0.484375, 0.609375, 0.671875)]",a trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
56,episode_260409_120936_target_left_straight_path__core__fixed_center,left_straight,3,3,True,FORWARD,0.5625,0.5781,0.03906,True,2,gray basket|trash can,True,0.6537,"[(0.484375, 0.453125, 0.640625, 0.703125)]",trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can in the corner",False,False,False,False,68
56,episode_260409_120936_target_left_straight_path__core__fixed_center,left_straight,6,6,True,FORWARD,0.75,0.5,0.05,True,2,gray basket|a white air conditioner,True,0.0518,"[(0.484375, 0.453125, 0.671875, 0.765625)]",a white air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a white wall, a white trash can, and a white refrigerator.",False,False,False,False,73
56,episode_260409_120936_target_left_straight_path__core__fixed_center,left_straight,15,15,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|white board,True,0.0,"[(0.484375, 0.421875, 0.890625, 0.984375)]",white board,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
56,episode_260409_120936_target_left_straight_path__core__fixed_center,left_straight,17,17,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|white board,True,0.0,"[(0.515625, 0.390625, 0.984375, 0.984375)]",white board,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway.",False,False,True,False,65
57,episode_260409_121126_target_left_straight_path__core__fixed_center,left_straight,4,4,True,FORWARD,0.5469,0.5938,0.05273,True,2,gray basket|a gray air conditioner,True,0.6899,"[(0.453125, 0.453125, 0.640625, 0.734375)]",a gray air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a room with a trash can and a window",False,False,False,False,68
57,episode_260409_121126_target_left_straight_path__core__fixed_center,left_straight,5,5,True,FORWARD,0.5469,0.5938,0.05273,True,2,gray basket|a white trash can,True,0.6899,"[(0.453125, 0.453125, 0.640625, 0.734375)]",a white trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
57,episode_260409_121126_target_left_straight_path__core__fixed_center,left_straight,6,6,True,FORWARD,0.5469,0.625,0.05273,True,2,gray basket|a black suitcase,True,0.6899,"[(0.453125, 0.484375, 0.640625, 0.765625)]",a black suitcase,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room",False,False,False,False,65
57,episode_260409_121126_target_left_straight_path__core__fixed_center,left_straight,10,10,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|air conditioner,True,0.0,"[(0.453125, 0.453125, 0.703125, 0.859375)]",air conditioner,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
57,episode_260409_121126_target_left_straight_path__core__fixed_center,left_straight,17,17,True,FORWARD,0.25,0.5,0.05,True,2,gray basket|a white wall,True,0.0,"[(0.453125, 0.359375, 0.984375, 0.984375)]",a white wall,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a hallway",False,False,True,False,65
58,episode_260409_121218_target_left_straight_path__core__fixed_center,left_straight,1,1,True,FORWARD,0.5156,0.5938,0.02734,True,3,gray basket|a gray trash can|white walls,True,0.6076,"[(0.453125, 0.484375, 0.578125, 0.703125)]",a gray trash can|white walls,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
58,episode_260409_121218_target_left_straight_path__core__fixed_center,left_straight,4,4,True,FORWARD,0.5,0.5,0.05,True,2,gray basket|a white trash can,True,0.3247,"[(0.453125, 0.453125, 0.640625, 0.734375)]",a white trash can,"<image>. the, to and of as in I that' for is was- on’ it with The as at bet he have from by are "" you his “ this said not has an ( but had we her they will my or were their): up about out who one all been she can more would It</image> An image of a trash can in a room with a window",False,False,False,False,68
